Year,Corp. ID,Corp Name,Sch. ID,School Name,"Took SAT
N","Graduates
N", Graduates Taking SAT,Avg  Composite (Math and Verbal),"Avg SAT
Math Score",Avg SAT Reading Score
2016-17,8030,Vigo County School Corp,8612,McLean Education Center (Alt),2,18,11.11,1005.0,465.0,540.0
2016-17,8045,Manchester Community Schools,8625,Manchester Jr-Sr High School,62,103,60.19,1113.7,558.7,555.0
2016-17,8050,M S D Wabash County Schools,8651,Northfield Jr-Sr High School,44,66,66.67,1120.5,557.0,563.4
2016-17,8050,M S D Wabash County Schools,8655,Southwood Jr-Sr High School,35,63,55.56,1040.3,525.7,514.6
2016-17,8050,M S D Wabash County Schools,8673,White's Jr-Sr High School,8,40,20.00,1031.3,518.8,512.5
2016-17,8060,Wabash City Schools,8693,Wabash High School,85,86,98.84,939.9,464.6,475.3
2016-17,8115,M S D Warren County,8737,Seeger Memorial Jr-Sr High School,49,71,69.01,1050.0,518.8,531.2
2016-17,8130,Warrick County School Corp,8772,Tecumseh High School,28,55,50.91,1130.7,575.4,555.4
2016-17,8130,Warrick County School Corp,8789,Boonville High School,89,187,47.59,1065.4,520.8,544.6
2016-17,8130,Warrick County School Corp,8809,Castle High School,329,422,77.96,1139.6,568.0,571.6
2016-17,8205,Salem Community Schools,8857,Salem High School,71,130,54.62,1049.9,522.8,527.0
2016-17,8215,East Washington School Corp,8905,Eastern High School,61,88,69.32,1037.9,516.2,521.6
2016-17,8220,West Washington School Corp,8869,West Washington Jr-Sr High School,36,61,59.02,995.8,490.0,505.8
2016-17,8305,Nettle Creek School Corporation,8985,Hagerstown Jr-Sr High School,49,82,59.76,1076.1,533.7,542.4
2016-17,8355,Western Wayne Schools,8961,Lincoln Sr High School,45,74,60.81,1037.1,514.9,522.2
2016-17,8360,Centerville-Abington Com Schs,8981,Centerville Sr High School,64,91,70.33,1097.3,543.0,554.4
2016-17,8375,Northeastern Wayne Schools,8927,Northeastern High School,75,109,68.81,1026.3,508.0,518.3
2016-17,8385,Richmond Community Schools,8993,Richmond High School,172,270,63.70,1031.2,509.1,522.0
2016-17,8425,Southern Wells Com Schools,9058,Southern Wells Jr-Sr High School,18,68,26.47,1027.2,526.7,500.6
2016-17,8435,Northern Wells Community Schools,9087,Norwell High School,105,161,65.22,1094.0,543.2,550.8
2016-17,8445,M S D Bluffton-Harrison,9089,Bluffton High School,64,100,64.00,1043.0,505.9,537.0
2016-17,8515,North White School Corp,9135,North White High School,23,43,53.49,1054.3,521.3,533.0
2016-17,8525,Frontier School Corporation,9137,Frontier Jr-Sr High School,39,48,81.25,1032.6,517.7,514.9
2016-17,8535,Tri-County School Corporation,9141,Tri-County Jr/Sr High School,30,47,63.83,993.3,485.3,508.0
2016-17,8565,Twin Lakes School Corp,9149,Twin Lakes Senior High School,111,157,70.70,1075.5,535.9,539.5
2016-17,8625,Smith-Green Community Schools,9193,Churubusco Jr-Sr High School,64,92,69.57,1057.3,518.6,538.8
2016-17,8665,Whitley County Con Schools,9187,Columbia City High School,167,229,72.93,1063.7,519.2,544.6
2016-17,8810,CSUSA Howe,5639,Thomas Carr Howe Comm High School,10,38,26.32,860.0,437.0,423.0
2016-17,8815,CSUSA Manual,5481,Emmerich Manual High School,35,103,33.98,893.4,441.1,452.3
2016-17,8820,Edison Learning Roosevelt,4033,Theodore Roosevelt Car & Tech Acad,22,46,47.83,880.0,425.5,454.5
2016-17,9120,Insight School of Indiana,2528,Insight School of Indiana,5,21,23.81,846.0,426.0,420.0
2016-17,9305,Excel Center - Richmond,9012,Excel Center - Richmond,4,67,5.97,820.0,385.0,435.0
2016-17,9315,Signature School Inc,8295,Signature School Inc,78,83,93.98,1293.5,635.3,658.2
2016-17,9320,Community Montessori Inc,1536,Community Montessori,16,41,39.02,1041.9,486.9,555.0
2016-17,9325,Options Charter School - Carmel,2524,Options Charter School - Carmel,5,28,17.86,1170.0,546.0,624.0
2016-17,9330,Irvington Community School,1537,Irvington Community School,15,71,21.13,988.0,490.7,497.3
2016-17,9335,Excel Center - Lafayette Square,5912,Excel Center - Lafayette Square,4,55,7.27,857.5,397.5,460.0
2016-17,9345,Excel Center - Lafayette,8094,Excel Center - Lafayette,5,78,6.41,1038.0,522.0,516.0
2016-17,9355,Excel Center - Kokomo,2976,Excel Center - Kokomo,6,70,8.57,985.0,491.7,493.3
2016-17,9380,Christel House Academy South,5874,Christel House Academy South,33,37,89.19,939.1,459.1,480.0
2016-17,9385,Christel House DORS South,5532,Christel House DORS South,4,20,20.00,820.0,375.0,445.0
2016-17,9440,Christel House DORS West,5873,Christel House DORS West,1,18,5.56,1080.0,510.0,570.0
2016-17,9445,Charles A Tindley Accelerated Sch,6208,Charles A Tindley Accelerated Sch,34,35,97.14,1050.3,528.5,521.8
2016-17,9460,Thea Bowman Leadership Academy,4022,Thea Bowman Leadership Academy,64,93,68.82,897.3,430.6,466.7
2016-17,9535,Gary Lighthouse Charter School,4130,Gary Lighthouse Charter School,17,112,15.18,936.5,453.5,482.9
2016-17,9545,21st Century Charter Sch of Gary,4164,21st Century Charter Sch of Gary,12,41,29.27,945.8,450.8,495.0
2016-17,9575,Indpls Lighthouse Charter School,5523,Indpls Lighthouse Charter School,9,72,12.50,846.7,415.6,431.1
2016-17,9620,Burris Laboratory School,1441,Burris Laboratory School,35,41,85.37,1010.3,492.9,517.4
2016-17,9625,Indiana Academy for Sci Math Hmn,1443,Indiana Academy for Sci Math Hmn,134,147,91.16,1314.5,656.3,658.2
2016-17,9640,Options Charter School Noblesville,2551,Options Charter School Noblesville,9,30,30.00,1077.8,545.6,532.2
2016-17,9650,Herron Charter,5724,Herron High School,130,161,80.75,1117.8,535.7,582.2
2016-17,9655,Hope Academy,5292,Hope Academy,4,11,36.36,1052.5,512.5,540.0
2016-17,9670,Indianapolis Metropolitan High Sch,5664,Indianapolis Metropolitan High Sch,0,21,0.00,***,***,***
2016-17,9705,Hammond Academy of Science & Tech,4486,Hammond Academy of Science & Tech,59,66,89.39,953.4,471.2,482.2
2016-17,9710,Carpe Diem - Northwest,5977,Carpe Diem - Northwest,***,***,***,***,***,***
2016-17,9730,Neighbors' New Vistas High School,6864,Neighbors' New Vistas High School,5,24,20.83,1004.0,482.0,522.0
2016-17,9750,Excel Center - Anderson,4904,Excel Center - Anderson,1,30,3.33,1020.0,440.0,580.0
2016-17,9755,Carpe Diem - Meridian Campus,5979,Carpe Diem - Meridian Campus,***,***,***,***,***,***
2016-17,9760,Smith Academy for Excellence,0242,Smith Academy for Excellence,***,***,***,***,***,***
2016-17,9790,Anderson Preparatory Academy,5092,Anderson Preparatory Academy,32,47,68.09,1030.9,513.4,517.5
2016-17,9805,Hoosier Academy - Indianapolis,2527,Hoosier Academy - Indianapolis,10,13,76.92,1020.0,504.0,516.0
2016-17,9840,Excel Center - University Heights,5749,Excel Center - University Heights,4,42,9.52,932.5,512.5,420.0
2016-17,9855,Excel Center - Noblesville,5748,Excel Center - Noblesville,3,27,11.11,1010.0,506.7,503.3
2016-17,9865,Hoosier Acad Virtual Charter,5290,Hoosier Acad Virtual Charter Sch,45,118,38.14,1050.9,502.7,548.2
2016-17,9875,Rock Creek Community Academy,0771,Rock Creek Community Academy,9,38,23.68,1096.7,528.9,567.8
2016-17,9880,Career Academy High School,7567,Career Academy High School,14,47,29.79,929.3,483.6,445.7
2016-17,9885,Gary Middle College,4027,Gary Middle College,7,38,18.42,845.7,408.6,437.1
2016-17,9890,Indiana Virtual School,2488,Indiana Virtual School,21,64,32.81,1001.4,484.8,516.7
2016-17,9895,IN Math & Science Academy - North,5444,IN Math & Science Academy - North,10,18,55.56,921.0,453.0,468.0
2016-17,9900,Excel Center - South Bend,7566,Excel Center - South Bend,0,15,0.00,***,***,***
2016-17,9905,Indiana Connections Academy,7944,Indiana Connections Academy,140,425,32.94,1065.4,515.9,549.4
2016-17,9910,Excel Center for Adult Learners,5669,Excel Center For Adult Learners,1,126,0.79,880.0,460.0,420.0
2016-17,9915,Marion Academy,5903,Marion Academy,***,***,***,***,***,***
2016-17,9920,Damar Charter Academy,5191,Damar Charter Academy,***,***,***,***,***,***
2016-17,9930,Nexus Academy of Indianapolis,5302,Nexus Academy of Indianapolis,27,37,72.97,1001.1,485.6,515.6
2016-17,9950,Dugger Union Community School Corp,7952,Dugger Union Community School Corp,12,24,50.00,940.0,458.3,481.7
2015-16,0015,Adams Central Community Schools,0021,Adams Central High School,57,86,66.28,977.0,491.8,485.3
2015-16,0025,North Adams Community Schools,0029,Bellmont Senior High School,104,166,62.65,1000.7,517.5,483.2
2015-16,0035,South Adams Schools,0023,South Adams High School,30,73,41.10,1053.3,538.3,515.0
2015-16,0125,M S D Southwest Allen County Schls,0047,Homestead Senior High School,411,542,75.83,1069.9,538.0,531.9
2015-16,0225,Northwest Allen County Schools,0091,Carroll High School,386,495,77.98,1059.4,539.4,520.0
2015-16,0235,Fort Wayne Community Schools,0101,North Side High School,139,292,47.60,911.2,454.6,456.5
2015-16,0235,Fort Wayne Community Schools,0102,R Nelson Snider High School,239,414,57.73,970.5,489.7,480.8
2015-16,0235,Fort Wayne Community Schools,0105,South Side High School,108,271,39.85,871.9,429.4,442.4
2015-16,0235,Fort Wayne Community Schools,0177,Wayne High School,122,269,45.35,881.6,429.0,452.5
2015-16,0235,Fort Wayne Community Schools,0219,Northrop High School,233,418,55.74,943.9,477.0,467.0
2015-16,0255,East Allen County Schools,0049,Leo Junior/Senior High School,165,223,73.99,1034.4,518.2,516.1
2015-16,0255,East Allen County Schools,0081,Heritage Jr/Sr High School,73,157,46.50,960.4,482.6,477.8
2015-16,0255,East Allen County Schools,0285,Woodlan Jr/Sr High School,56,101,55.45,955.7,470.5,485.2
2015-16,0255,East Allen County Schools,0297,New Haven High School,102,194,52.58,932.3,471.0,461.3
2015-16,0255,East Allen County Schools,0394,East Allen University,64,77,83.12,1008.6,502.7,505.9
2015-16,0365,Bartholomew Con School Corp,0397,Columbus North High School,233,400,58.25,1072.4,548.4,524.0
2015-16,0365,Bartholomew Con School Corp,0399,Columbus East High School,166,319,52.04,1025.5,518.2,507.3
2015-16,0370,Flat Rock-Hawcreek School Corp,0410,Hauser Jr-Sr High School,33,56,58.93,968.8,502.4,466.4
2015-16,0395,Benton Community School Corp,0445,Benton Central Jr-Sr High School,70,104,67.31,982.6,495.9,486.7
2015-16,0515,Blackford County Schools,0489,Blackford High School,44,125,35.20,982.5,490.9,491.6
2015-16,0615,Western Boone Co Com Sch Dist,0539,Western Boone Jr-Sr High School,101,137,73.72,1013.4,501.1,512.3
2015-16,0630,Zionsville Community Schools,0512,Zionsville Community High School,384,445,86.29,1155.5,588.9,566.7
2015-16,0665,Lebanon Community School Corp,0553,Lebanon Senior High School,122,227,53.74,1027.4,522.5,504.9
2015-16,0670,Brown County School Corporation,0573,Brown County High School,128,143,89.51,848.0,423.4,424.5
2015-16,0750,Carroll Consolidated School Corp,0621,Carroll Senior High School,31,56,55.36,986.1,500.6,485.5
2015-16,0755,Delphi Community School Corp,0637,Delphi Community High School,65,96,67.71,946.0,479.1,466.9
2015-16,0775,Pioneer Regional School Corp,0645,Pioneer Jr-Sr High School,38,63,60.32,1004.7,518.9,485.8
2015-16,0815,Southeastern School Corp,0689,Lewis Cass Jr-Sr High School,77,126,61.11,949.7,467.4,482.3
2015-16,0875,Logansport Community Sch Corp,0701,Logansport Community High School,143,262,54.58,923.1,464.3,458.7
2015-16,0940,West Clark Community Schools,0765,Henryville Jr & Sr High School,43,79,54.43,912.6,450.2,462.3
2015-16,0940,West Clark Community Schools,0777,Silver Creek High School,111,194,57.22,985.0,483.0,502.0
2015-16,0940,West Clark Community Schools,0813,William W Borden High School,23,38,60.53,877.0,447.8,429.1
2015-16,1000,Clarksville Community School Corp,0833,Clarksville Senior High School,14,89,15.73,941.4,444.3,497.1
2015-16,1010,Greater Clark County Schools,0809,New Washington Middle/High School,11,55,20.00,983.6,486.4,497.3
2015-16,1010,Greater Clark County Schools,0821,Charlestown Senior High School,22,156,14.10,935.5,465.5,470.0
2015-16,1010,Greater Clark County Schools,0849,Jeffersonville High School,90,471,19.11,984.1,488.6,495.6
2015-16,1125,Clay Community Schools,0897,Clay City Jr-Sr High School,22,55,40.00,961.4,470.0,491.4
2015-16,1125,Clay Community Schools,0933,Northview High School,91,194,46.91,968.1,483.0,485.2
2015-16,1150,Clinton Central School Corporation,0957,Clinton Central Junior-Senior HS,37,73,50.68,951.4,483.2,468.1
2015-16,1160,Clinton Prairie School Corporation,0977,Clinton Prairie Jr-Sr High School,38,66,57.58,1002.4,494.7,507.6
2015-16,1170,Community Schools of Frankfort,0997,Frankfort Senior High School,102,213,47.89,912.9,452.4,460.6
2015-16,1180,Rossville Con School District,1021,Rossville Middle/Senior High Sch,48,74,64.86,1014.4,514.0,500.4
2015-16,1300,Crawford County Community Sch Corp,1059,Crawford County High School,35,86,40.70,995.7,506.3,489.4
2015-16,1315,Barr-Reeve Community Schools Inc,1069,Barr Reeve Middle/High School,35,44,79.55,980.3,512.9,467.4
2015-16,1375,North Daviess Com Schools,1121,North Daviess Jr-Sr High School,38,67,56.72,1003.7,504.7,498.9
2015-16,1405,Washington Community Schools,1125,Washington High School,66,159,41.51,954.1,481.7,472.4
2015-16,1560,Sunman-Dearborn Com Sch Corp,7213,East Central High School,201,293,68.60,1004.4,505.3,499.2
2015-16,1600,South Dearborn Community Sch Corp,1179,South Dearborn High School,43,200,21.50,994.0,494.4,499.5
2015-16,1620,Lawrenceburg Community School Corp,1177,Lawrenceburg High School,64,142,45.07,966.6,470.5,496.1
2015-16,1655,Decatur County Community Schools,1263,South Decatur Jr-Sr High School,28,67,41.79,967.9,481.1,486.8
2015-16,1655,Decatur County Community Schools,1267,North Decatur Jr-Sr High School,62,81,76.54,968.5,494.2,474.4
2015-16,1730,Greensburg Community Schools,1268,Greensburg Community High School,95,139,68.35,987.8,488.8,498.9
2015-16,1805,DeKalb Co Eastern Com Sch Dist,1317,Eastside Junior-Senior High School,26,124,20.97,1000.4,495.8,504.6
2015-16,1820,Garrett-Keyser-Butler Com Sch Corp,1325,Garrett High School,48,135,35.56,978.5,490.0,488.5
2015-16,1835,DeKalb Co Ctl United Sch Dist,1345,DeKalb High School,147,246,59.76,992.2,500.7,491.5
2015-16,1875,Delaware Community School Corp,1369,Delta High School,117,181,64.64,1019.3,516.8,502.5
2015-16,1885,Wes-Del Community Schools,1372,Wes-Del Middle/Senior High School,38,73,52.05,926.3,456.6,469.7
2015-16,1895,Liberty-Perry Community Sch Corp,1375,Wapahani High School,48,78,61.54,1007.3,508.5,498.8
2015-16,1900,Cowan Community School Corp,1386,Cowan High School,31,44,70.45,913.2,453.2,460.0
2015-16,1910,Yorktown Community Schools,1389,Yorktown High School,110,156,70.51,1015.3,507.6,507.6
2015-16,1940,Daleville Community Schools,1401,Daleville Jr-Sr High School,38,59,64.41,949.5,482.6,466.8
2015-16,1970,Muncie Community Schools,1421,Muncie Central High School,139,297,46.80,924.7,454.9,469.9
2015-16,2040,Northeast Dubois Co Sch Corp,1545,Northeast Dubois High School,35,64,54.69,1013.7,530.0,483.7
2015-16,2100,Southeast Dubois Co Sch Corp,1583,Forest Park Jr-Sr High School,65,103,63.11,1001.7,522.6,479.1
2015-16,2110,Southwest Dubois Co Sch Corp,1588,Southridge High School,50,117,42.74,1008.0,519.0,489.0
2015-16,2120,Greater Jasper Consolidated Schs,1593,Jasper High School,217,275,78.91,1024.8,521.1,503.7
2015-16,2155,Fairfield Community Schools,1613,Fairfield Jr-Sr High School,90,126,71.43,1063.7,551.6,512.1
2015-16,2260,Baugo Community Schools,1701,Jimtown High School,81,134,60.45,920.5,461.1,459.4
2015-16,2270,Concord Community Schools,1715,Concord Community High School,192,333,57.66,943.7,461.3,482.4
2015-16,2275,Middlebury Community Schools,1733,Northridge High School,211,315,66.98,1011.5,517.8,493.7
2015-16,2285,Wa-Nee Community Schools,1737,North Wood High School,146,194,75.26,1031.6,530.4,501.2
2015-16,2305,Elkhart Community Schools,1749,Elkhart Central High School,86,321,26.79,1002.2,508.4,493.8
2015-16,2305,Elkhart Community Schools,1750,Elkhart Memorial High School,177,375,47.20,939.9,479.3,460.6
2015-16,2315,Goshen Community Schools,1821,Goshen High School,238,401,59.35,937.2,472.6,464.7
2015-16,2395,Fayette County School Corporation,1889,Connersville Sr High School,123,228,53.95,968.0,485.0,483.0
2015-16,2400,New Albany-Floyd Co Con Sch,1925,New Albany Senior High School,196,440,44.55,939.5,466.6,472.9
2015-16,2400,New Albany-Floyd Co Con Sch,1930,Floyd Central High School,256,403,63.52,1058.7,530.1,528.6
2015-16,2435,Attica Consolidated School Corp,2053,Attica High School,37,57,64.91,921.4,464.9,456.5
2015-16,2440,Covington Community School Corp,2005,Covington Community High School,49,66,74.24,975.5,483.9,491.6
2015-16,2455,Southeast Fountain School Corp,2022,Fountain Central High School,51,93,54.84,952.2,477.1,475.1
2015-16,2475,Franklin County Community Sch Corp,2083,Franklin County High,83,167,49.70,964.9,491.6,473.4
2015-16,2645,Rochester Community School Corp,2173,Rochester Community High School,82,130,63.08,945.2,468.9,476.3
2015-16,2650,Caston School Corporation,2159,Caston Jr-Sr High School,25,55,45.45,926.4,452.4,474.0
2015-16,2725,East Gibson School Corporation,2233,Waldo J Wood Memorial High,21,51,41.18,940.5,476.7,463.8
2015-16,2735,North Gibson School Corp,2249,Princeton Community High School,66,144,45.83,947.6,483.3,464.2
2015-16,2765,South Gibson School Corporation,2211,Gibson Southern High School,111,155,71.61,1017.0,524.0,493.1
2015-16,2815,Eastbrook Community Sch Corp,2293,Eastbrook High School,65,127,51.18,995.5,508.2,487.4
2015-16,2825,Madison-Grant United School Corp,2321,Madison-Grant Jr./Sr. High School,49,92,53.26,963.9,492.7,471.2
2015-16,2855,Mississinewa Community School Corp,2333,Mississinewa High School,87,165,52.73,962.6,481.4,481.3
2015-16,2865,Marion Community Schools,2351,Marion High School,97,227,42.73,940.4,464.6,475.8
2015-16,2920,Bloomfield School District,2419,Bloomfield Jr-Sr High School,46,63,73.02,967.4,486.3,481.1
2015-16,2940,Eastern Greene Schools,2435,Eastern Greene High School,51,80,63.75,972.0,495.9,476.1
2015-16,2950,Linton-Stockton School Corporation,2437,Linton-Stockton High School,39,81,48.15,970.3,495.1,475.1
2015-16,2960,M S D Shakamak Schools,2445,Shakamak Jr-Sr High School,16,45,35.56,929.4,473.1,456.3
2015-16,2980,White River Valley School District,2429,White River Valley High School,27,59,45.76,947.8,468.5,479.3
2015-16,3005,Hamilton Southeastern Schools,2487,Fishers High School,572,683,83.75,1103.7,561.6,542.2
2015-16,3005,Hamilton Southeastern Schools,2499,Hamilton Southeastern HS,579,691,83.79,1096.5,561.3,535.2
2015-16,3025,Hamilton Heights School Corp,2477,Hamilton Heights High School,101,151,66.89,1047.0,525.5,521.5
2015-16,3030,Westfield-Washington Schools,2493,Westfield High School,333,425,78.35,1092.8,547.5,545.3
2015-16,3055,Sheridan Community Schools,2463,Sheridan High School,40,76,52.63,966.0,488.0,478.0
2015-16,3060,Carmel Clay Schools,2505,Carmel High School,1019,1175,86.72,1144.4,584.7,559.7
2015-16,3070,Noblesville Schools,2517,Noblesville High School,431,574,75.09,1034.7,521.4,513.3
2015-16,3115,Southern Hancock Co Com Sch Corp,2565,New Palestine High School,214,283,75.62,991.3,500.0,491.3
2015-16,3125,Greenfield-Central Com Schools,2595,Greenfield-Central High School,185,302,61.26,992.4,490.7,501.7
2015-16,3135,Mt Vernon Community School Corp,2569,Mt Vernon High School,210,298,70.47,1001.1,496.9,504.2
2015-16,3145,Eastern Hancock Co Com Sch Corp,2585,Eastern Hancock High School,50,83,60.24,989.6,504.4,485.2
2015-16,3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,35,57,61.40,994.0,474.0,520.0
2015-16,3180,North Harrison Com School Corp,2629,North Harrison High School,77,141,54.61,977.1,481.4,495.7
2015-16,3190,South Harrison Com Schools,2640,Corydon Central High School,91,162,56.17,942.9,470.3,472.5
2015-16,3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,23,42,54.76,950.0,457.4,492.6
2015-16,3295,North West Hendricks Schools,2731,Tri-West Senior High School,97,143,67.83,973.7,484.3,489.4
2015-16,3305,Brownsburg Community School Corp,2709,Brownsburg High School,398,553,71.97,1019.8,513.4,506.5
2015-16,3315,Avon Community School Corp,2737,Avon High School,457,689,66.33,1045.0,523.7,521.3
2015-16,3325,Danville Community School Corp,2741,Danville Community High School,128,192,66.67,985.6,491.7,493.9
2015-16,3330,Plainfield Community School Corp,2749,Plainfield High School,231,348,66.38,1025.9,518.2,507.7
2015-16,3335,Mill Creek Community Sch Corp,2692,Cascade Senior High School,74,111,66.67,1024.7,519.2,505.5
2015-16,3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,18,30,60.00,978.3,483.3,495.0
2015-16,3415,South Henry School Corp,2773,Tri Junior-Senior High School,32,54,59.26,942.5,485.6,456.9
2015-16,3435,Shenandoah School Corporation,2817,Shenandoah High School,49,82,59.76,1006.5,499.6,506.9
2015-16,3445,New Castle Community School Corp,2825,New Castle High School,119,244,48.77,982.1,496.3,485.8
2015-16,3455,C A Beard Memorial School Corp,2869,Knightstown High School,52,100,52.00,961.5,485.6,476.0
2015-16,3460,Taylor Community School Corp,2894,Taylor High School,48,84,57.14,1017.9,516.9,501.0
2015-16,3470,Northwestern School Corp,2897,Northwestern Senior High School,75,104,72.12,1018.4,506.8,511.6
2015-16,3480,Eastern Howard School Corporation,2919,Eastern High School,57,87,65.52,1035.4,519.1,516.3
2015-16,3490,Western School Corporation,2921,Western High School,144,184,78.26,1016.8,510.6,506.3
2015-16,3500,Kokomo School Corporation,3013,Kokomo High School,185,370,50.00,943.2,475.5,467.7
2015-16,3625,Huntington Co Com Sch Corp,3065,Huntington North High School,172,312,55.13,1011.9,507.6,504.3
2015-16,3640,Medora Community School Corp,3093,Medora Jr & Sr High School,12,26,46.15,925.0,461.7,463.3
2015-16,3675,Seymour Community Schools,3133,Seymour Senior High School,146,276,52.90,993.7,500.8,492.9
2015-16,3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,79,137,57.66,1033.7,534.6,499.1
2015-16,3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,14,27,51.85,912.1,470.0,442.1
2015-16,3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,144,229,62.88,978.0,491.5,486.5
2015-16,3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,73,111,65.77,938.4,473.3,465.1
2015-16,3945,Jay School Corporation,3239,Jay County High School,116,281,41.28,974.1,490.2,484.0
2015-16,3995,Madison Consolidated Schools,3309,Madison Consolidated High School,88,205,42.93,984.9,488.0,496.9
2015-16,4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,41,76,53.95,985.1,479.3,505.9
2015-16,4015,Jennings County School Corporation,3345,Jennings County High School,151,294,51.36,965.6,479.5,486.0
2015-16,4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,244,406,60.10,980.8,493.2,487.7
2015-16,4205,Center Grove Community School Corp,3437,Center Grove High School,380,529,71.83,1069.9,539.8,530.0
2015-16,4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,31,65,47.69,889.0,431.0,458.1
2015-16,4225,Franklin Community School Corp,3445,Franklin Community High School,207,345,60.00,983.1,494.2,489.0
2015-16,4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,143,234,61.11,1018.3,512.3,505.9
2015-16,4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,69,118,58.47,988.6,494.3,494.2
2015-16,4315,North Knox School Corp,3537,North Knox Jr-Sr High School,41,78,52.56,930.2,463.2,467.1
2015-16,4325,South Knox School Corp,3490,South Knox Middle-High School,27,75,36.00,956.7,476.7,480.0
2015-16,4335,Vincennes Community School Corp,3553,Lincoln High School,59,163,36.20,918.8,457.8,461.0
2015-16,4345,Wawasee Community School Corp,3639,Wawasee High School,121,197,61.42,992.6,500.1,492.6
2015-16,4415,Warsaw Community Schools,3647,Warsaw Community High School,329,466,70.60,983.8,494.7,489.0
2015-16,4445,Tippecanoe Valley School Corp,3602,Tippecanoe Valley High School,78,141,55.32,929.2,468.3,460.9
2015-16,4455,Whitko Community School Corp,9191,Whitko High School,56,110,50.91,1002.3,493.6,508.8
2015-16,4515,Prairie Heights Community Sch Corp,3690,Prairie Heights Sr High School,44,110,40.00,968.4,490.0,478.4
2015-16,4525,Westview School Corporation,3697,Westview Jr-Sr High School,61,96,63.54,997.5,510.5,487.0
2015-16,4535,Lakeland School Corporation,3730,Lakeland High School,67,131,51.15,985.7,497.6,488.1
2015-16,4580,Hanover Community School Corp,3785,Hanover Central High School,95,149,63.76,984.6,481.8,502.8
2015-16,4590,River Forest Community Sch Corp,3791,River Forest High School,46,79,58.23,927.6,448.9,478.7
2015-16,4600,Merrillville Community School Corp,3809,Merrillville High School,287,457,62.80,866.8,428.2,438.5
2015-16,4615,Lake Central School Corporation,3833,Lake Central High School,211,724,29.14,1071.3,542.6,528.7
2015-16,4645,Tri-Creek School Corporation,3865,Lowell Senior High School,232,259,89.58,887.6,443.7,443.9
2015-16,4650,Lake Ridge New Tech Schools,3869,Calumet New Tech High School,51,136,37.50,772.0,379.8,392.2
2015-16,4660,Crown Point Community School Corp,3901,Crown Point High School,160,695,23.02,1066.0,536.6,529.4
2015-16,4670,School City of East Chicago,3924,East Chicago Central High School,101,162,62.35,779.5,389.0,390.5
2015-16,4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,25,77,32.47,883.2,446.0,437.2
2015-16,4690,Gary Community School Corp,4113,New Tech Innovative Institute,14,55,25.45,738.6,358.6,380.0
2015-16,4690,Gary Community School Corp,4163,West Side Leadership Academy,36,143,25.17,731.4,351.4,380.0
2015-16,4690,Gary Community School Corp,4168,Wm A Wirt/Emerson VPA,60,88,68.18,849.3,411.2,438.2
2015-16,4700,Griffith Public Schools,4173,Griffith Senior High School,98,180,54.44,915.1,463.0,452.1
2015-16,4710,School City of Hammond,4411,George Rogers Clark Md/HS,131,144,90.97,804.0,404.0,400.0
2015-16,4710,School City of Hammond,4413,Donald E Gavit Middle/High School,128,142,90.14,807.3,393.1,414.2
2015-16,4710,School City of Hammond,4415,Hammond High School,143,170,84.12,709.8,352.4,357.3
2015-16,4710,School City of Hammond,4417,Morton Senior High School,198,235,84.26,825.4,403.9,421.5
2015-16,4720,School Town of Highland,4281,Highland High School,143,247,57.89,986.7,495.2,491.5
2015-16,4730,School City of Hobart,4305,Hobart High School,319,333,95.80,863.0,429.8,433.2
2015-16,4740,School Town of Munster,4332,Munster High School,176,334,52.69,1104.8,550.9,553.9
2015-16,4760,School City of Whiting,4353,Whiting High School,85,90,94.44,912.8,459.6,453.2
2015-16,4805,New Prairie United School Corp,4689,New Prairie High School,115,190,60.53,970.4,485.2,485.2
2015-16,4860,M S D of New Durham Township,4701,Westville High School,49,82,59.76,958.4,483.5,474.9
2015-16,4915,Tri-Township Cons School Corp,4692,LaCrosse School,19,29,65.52,998.9,514.7,484.2
2015-16,4925,Michigan City Area Schools,4795,Michigan City High School,148,311,47.59,911.5,454.1,457.4
2015-16,4940,South Central Com School Corp,4737,South Central Jr-Sr High School,44,67,65.67,931.1,458.0,473.2
2015-16,4945,LaPorte Community School Corp,4741,LaPorte High School,216,393,54.96,989.4,491.3,498.1
2015-16,5075,North Lawrence Com Schools,4911,Bedford-North Lawrence High School,182,322,56.52,985.7,502.4,483.2
2015-16,5085,Mitchell Community Schools,4925,Mitchell High School,63,109,57.80,967.6,480.6,487.0
2015-16,5245,Frankton-Lapel Community Schools,5005,Frankton Jr-Sr High School,59,107,55.14,953.9,475.8,478.1
