Year,Corp. ID,Corp Name,Sch. ID,School Name,"Took SAT
N","Graduates
N", Graduates Taking SAT,Avg  Composite (Math and Verbal),"Avg SAT
Math Score",Avg SAT Reading Score
2012-13,9370,Fall Creek Academy,5870,Fall Creek Academy,4,14,28.57,812.5,410.0,402.5
2012-13,9445,Charles A Tindley Accelerated Sch,6208,Charles A Tindley Accelerated Sch,25,27,92.59,1054.8,556.0,498.8
2012-13,9460,Thea Bowman Leadership Academy,4022,Thea Bowman Leadership Academy,70,108,64.81,797.3,389.6,407.7
2012-13,9480,University Heights Preparatory Acd,5864,University Heights Preparatory Acd,21,34,61.76,734.3,363.3,371.0
2012-13,9535,Gary Lighthouse Charter School,4130,Gary Lighthouse Charter School,1,48,2.08,830.0,400.0,430.0
2012-13,9545,21st Century Charter Sch of Gary,4164,21st Century Charter Sch of Gary,21,24,87.50,743.8,374.8,369.0
2012-13,9575,Indpls Lighthouse Charter School,5523,Indpls Lighthouse Charter School,7,27,25.93,867.1,430.0,437.1
2012-13,9605,IN Sch for the Blind & Vis Imprd,C460,IN Sch for the Blind & Vis Imprd,***,***,***,***,***,***
2012-13,9610,Indiana School For The Deaf,C695,Indiana School For The Deaf,0,12,0.00,***,***,***
2012-13,9620,Burris Laboratory School,1441,Burris Laboratory School,39,47,82.98,1046.4,512.8,533.6
2012-13,9625,IN Acad for Sci Math & Humanities,1443,IN Acad for Sci Math & Humanities,125,132,94.70,1253.7,622.2,631.5
2012-13,9640,Options Charter School Noblesville,2551,Options Charter School Noblesville,2,19,10.53,1020.0,525.0,495.0
2012-13,9650,Herron Charter,5724,Herron High School,94,114,82.46,1002.7,482.7,520.0
2012-13,9655,Hope Academy,5292,Hope Academy,9,18,50.00,900.0,425.6,474.4
2012-13,9670,Indianapolis Metropolitan High Sch,5664,Indianapolis Metropolitan High Sch,8,71,11.27,878.8,430.0,448.8
2012-13,9730,Neighbors' New Vistas High School,6864,Neighbors' New Vistas High School,***,***,***,***,***,***
2012-13,9750,Excel Center - Anderson,4904,Excel Center - Anderson,1,14,7.14,630.0,320.0,310.0
2012-13,9755,Carpe Diem - Meridian Campus,5979,Carpe Diem - Meridian Campus,***,***,***,***,***,***
2012-13,9765,Indiana Cyber Charter Sch Inc,4421,Indiana Cyber Charter School,***,***,***,***,***,***
2012-13,9785,IN Math & Science Academy,5837,IN Math & Science Academy,10,21,47.62,917.0,469.0,448.0
2012-13,9790,Anderson Preparatory Academy,5092,Anderson Preparatory Academy,21,42,50.00,901.4,448.6,452.9
2012-13,9805,Hoosier Academy - Indianapolis,2527,Hoosier Academy - Indianapolis,11,24,45.83,978.2,491.8,486.4
2012-13,9830,Beacon Academy,8411,Beacon Academy,***,***,***,***,***,***
2012-13,9860,International School of Columbus,0325,International School of Columbus,***,***,***,***,***,***
2012-13,9865,Hoosier Acad Virtual Charter,5290,Hoosier Acad Virtual Charter Sch,8,14,57.14,992.5,486.3,506.3
2012-13,9875,Rock Creek Community Academy,0771,Rock Creek Community Academy,9,21,42.86,874.4,436.7,437.8
2012-13,9880,Career Academy High School,7564,Career Academy High School,***,***,***,***,***,***
2012-13,9885,Gary Middle College,4027,Gary Middle College,***,***,***,***,***,***
2012-13,9905,Indiana Connections Academy,7944,Indiana Connections Academy,9,92,9.78,994.4,471.1,523.3
2012-13,9910,Excel Center for Adult Learners,5669,Excel Center For Adult Learners,0,56,0.00,***,***,***
2011-12,0015,Adams Central Community Schools,0021,Adams Central High School,74,95,77.89,993.9,500.5,493.4
2011-12,0025,North Adams Community Schools,0029,Bellmont Senior High School,102,156,65.38,983.3,503.6,479.7
2011-12,0035,South Adams Schools,0023,South Adams High School,50,76,65.79,992.2,509.0,483.2
2011-12,0125,M S D Southwest Allen County Schls,0047,Homestead Senior High School,378,477,79.25,1072.3,545.8,526.5
2011-12,0225,Northwest Allen County Schools,0091,Carroll High School,334,419,79.71,1072.0,543.4,528.6
2011-12,0235,Fort Wayne Community Schools,0101,North Side High School,204,338,60.36,904.5,453.4,451.1
2011-12,0235,Fort Wayne Community Schools,0102,R Nelson Snider High School,267,382,69.90,974.0,492.5,481.5
2011-12,0235,Fort Wayne Community Schools,0105,South Side High School,158,274,57.66,910.3,444.7,465.6
2011-12,0235,Fort Wayne Community Schools,0177,Wayne High School,114,249,45.78,860.4,425.5,434.8
2011-12,0235,Fort Wayne Community Schools,0219,Northrop High School,294,456,64.47,944.8,477.1,467.7
2011-12,0255,East Allen County Schools,0049,Leo Junior/Senior High School,161,214,75.23,1025.0,519.4,505.6
2011-12,0255,East Allen County Schools,0081,Heritage Jr/Sr High School,86,143,60.14,936.9,477.6,459.3
2011-12,0255,East Allen County Schools,0285,Woodlan Jr/Sr High School,74,139,53.24,953.9,489.1,464.9
2011-12,0255,East Allen County Schools,0297,New Haven High School,142,231,61.47,938.7,478.0,460.7
2011-12,0365,Bartholomew Con School Corp,0397,Columbus North High School,253,396,63.89,1061.0,542.6,518.4
2011-12,0365,Bartholomew Con School Corp,0399,Columbus East High School,179,316,56.65,1026.3,516.2,510.1
2011-12,0370,Flat Rock-Hawcreek School Corp,0410,Hauser Jr-Sr High School,36,61,59.02,986.1,513.1,473.1
2011-12,0395,Benton Community School Corp,0445,Benton Central Jr-Sr High School,70,130,53.85,995.1,512.6,482.6
2011-12,0515,Blackford County Schools,0489,Blackford High School,78,138,56.52,977.3,495.5,481.8
2011-12,0615,Western Boone Co Com Sch Dist,0539,Western Boone Jr-Sr High School,89,142,62.68,1018.0,523.9,494.0
2011-12,0630,Zionsville Community Schools,0512,Zionsville Community High School,387,427,90.63,1139.1,578.7,560.5
2011-12,0665,Lebanon Community School Corp,0553,Lebanon Senior High School,147,227,64.76,982.1,496.7,485.4
2011-12,0670,Brown County School Corporation,0573,Brown County High School,91,171,53.22,993.2,496.5,496.7
2011-12,0750,Carroll Consolidated School Corp,0621,Carroll Senior High School,37,70,52.86,1055.9,538.4,517.6
2011-12,0755,Delphi Community School Corp,0637,Delphi Community High School,64,99,64.65,955.6,483.0,472.7
2011-12,0775,Pioneer Regional School Corp,0645,Pioneer Jr-Sr High School,40,76,52.63,953.3,485.3,468.0
2011-12,0815,Southeastern School Corp,0689,Lewis Cass Jr-Sr High School,65,93,69.89,926.9,468.3,458.6
2011-12,0875,Logansport Community Sch Corp,0701,Logansport Community High School,113,267,42.32,947.8,474.6,473.2
2011-12,0940,West Clark Community Schools,0765,Henryville Jr & Sr High School,57,84,67.86,910.9,442.1,468.8
2011-12,0940,West Clark Community Schools,0777,Silver Creek High School,83,157,52.87,990.6,499.2,491.4
2011-12,0940,West Clark Community Schools,0813,William W Borden High School,38,52,73.08,888.2,438.7,449.5
2011-12,1000,Clarksville Community School Corp,0833,Clarksville Senior High School,42,83,50.60,970.5,473.6,496.9
2011-12,1010,Greater Clark County Schools,0809,New Washington Middle/High School,44,66,66.67,993.9,497.7,496.1
2011-12,1010,Greater Clark County Schools,0821,Charlestown Senior High School,66,127,51.97,945.0,462.7,482.3
2011-12,1010,Greater Clark County Schools,0849,Jeffersonville High School,230,408,56.37,966.9,485.5,481.3
2011-12,1125,Clay Community Schools,0897,Clay City Jr-Sr High School,35,61,57.38,979.1,478.0,501.1
2011-12,1125,Clay Community Schools,0933,Northview High School,94,212,44.34,979.0,490.2,488.8
2011-12,1150,Clinton Central School Corporation,0957,Clinton Central Junior-Senior HS,44,71,61.97,994.5,498.2,496.4
2011-12,1160,Clinton Prairie School Corporation,0977,Clinton Prairie Jr-Sr High School,41,63,65.08,975.4,497.6,477.8
2011-12,1170,Community Schools of Frankfort,0997,Frankfort Senior High School,100,176,56.82,900.5,463.9,436.6
2011-12,1180,Rossville Con School District,1021,Rossville Middle/Senior High Sch,56,80,70.00,987.1,501.3,485.9
2011-12,1300,Crawford County Community Sch Corp,1059,Crawford County High School,64,109,58.72,937.0,473.0,464.1
2011-12,1315,Barr-Reeve Community Schools Inc,1069,Barr Reeve Middle/High School,40,56,71.43,990.5,499.3,491.3
2011-12,1375,North Daviess Com Schools,1121,North Daviess Jr-Sr High School,42,60,70.00,966.9,499.0,467.9
2011-12,1405,Washington Community Schools,1125,Washington High School,67,157,42.68,977.5,499.0,478.5
2011-12,1560,Sunman-Dearborn Com Sch Corp,7213,East Central High School,233,323,72.14,977.3,489.7,487.6
2011-12,1600,South Dearborn Community Sch Corp,1179,South Dearborn High School,64,165,38.79,966.9,485.2,481.7
2011-12,1620,Lawrenceburg Community School Corp,1177,Lawrenceburg High School,78,134,58.21,949.6,485.1,464.5
2011-12,1655,Decatur County Community Schools,1263,South Decatur Jr-Sr High School,28,64,43.75,922.1,469.6,452.5
2011-12,1655,Decatur County Community Schools,1267,North Decatur Jr-Sr High School,46,75,61.33,966.7,478.7,488.0
2011-12,1730,Greensburg Community Schools,1268,Greensburg Community High School,95,143,66.43,950.5,481.5,469.1
2011-12,1805,DeKalb Co Eastern Com Sch Dist,1317,Eastside Junior-Senior High School,12,106,11.32,1108.3,574.2,534.2
2011-12,1820,Garrett-Keyser-Butler Com Sch Corp,1325,Garrett High School,67,125,53.60,962.7,486.6,476.1
2011-12,1835,DeKalb Co Ctl United Sch Dist,1345,DeKalb High School,181,302,59.93,1010.3,513.4,496.9
2011-12,1875,Delaware Community School Corp,1369,Delta High School,117,186,62.90,1017.6,514.3,503.3
2011-12,1885,Wes-Del Community Schools,1372,Wes-Del Middle/Senior High School,32,51,62.75,916.6,449.7,466.9
2011-12,1895,Liberty-Perry Community Sch Corp,1375,Wapahani High School,55,87,63.22,1006.2,520.0,486.2
2011-12,1900,Cowan Community School Corp,1386,Cowan High School,34,52,65.38,981.8,497.9,483.8
2011-12,1910,Yorktown Community Schools,1389,Yorktown High School,130,163,79.75,1025.5,511.1,514.4
2011-12,1940,Daleville Community Schools,1401,Daleville Jr-Sr High School,29,57,50.88,990.0,485.5,504.5
2011-12,1970,Muncie Community Schools,1421,Muncie Central High School,111,198,56.06,967.1,480.5,486.7
2011-12,1970,Muncie Community Schools,1424,Muncie Southside High Sch,55,153,35.95,906.4,436.2,470.2
2011-12,2040,Northeast Dubois Co Sch Corp,1545,Northeast Dubois High School,47,67,70.15,986.2,520.6,465.5
2011-12,2100,Southeast Dubois Co Sch Corp,1583,Forest Park Jr-Sr High School,63,85,74.12,1024.3,528.4,495.9
2011-12,2110,Southwest Dubois Co Sch Corp,1588,Southridge High School,50,104,48.08,999.8,512.0,487.8
2011-12,2120,Greater Jasper Consolidated Schs,1593,Jasper High School,170,212,80.19,1013.8,519.8,494.0
2011-12,2155,Fairfield Community Schools,1613,Fairfield Jr-Sr High School,89,140,63.57,1049.7,547.4,502.2
2011-12,2260,Baugo Community Schools,1701,Jimtown High School,72,110,65.45,945.4,477.4,468.1
2011-12,2270,Concord Community Schools,1715,Concord Community High School,211,314,67.20,944.4,470.3,474.1
2011-12,2275,Middlebury Community Schools,1733,Northridge High School,176,258,68.22,1021.8,524.0,497.7
2011-12,2285,Wa-Nee Community Schools,1737,North Wood High School,148,188,78.72,991.8,499.7,492.1
2011-12,2305,Elkhart Community Schools,1749,Elkhart Central High School,108,298,36.24,1044.3,524.8,519.4
2011-12,2305,Elkhart Community Schools,1750,Elkhart Memorial High School,193,308,62.66,914.9,463.3,451.6
2011-12,2315,Goshen Community Schools,1821,Goshen High School,223,348,64.08,980.6,502.9,477.7
2011-12,2395,Fayette County School Corporation,1889,Connersville Sr High School,123,221,55.66,954.0,478.0,475.9
2011-12,2400,New Albany-Floyd Co Con Sch,1925,New Albany Senior High School,232,419,55.37,957.6,483.6,474.0
2011-12,2400,New Albany-Floyd Co Con Sch,1930,Floyd Central High School,262,403,65.01,1045.0,525.9,519.1
2011-12,2435,Attica Consolidated School Corp,2053,Attica High School,44,67,65.67,936.4,476.8,459.5
2011-12,2440,Covington Community School Corp,2005,Covington Community High School,35,53,66.04,940.3,475.4,464.9
2011-12,2455,Southeast Fountain School Corp,2022,Fountain Central High School,59,94,62.77,993.2,508.3,484.9
2011-12,2475,Franklin County Community Sch Corp,2083,Franklin County High,122,211,57.82,983.9,506.8,477.0
2011-12,2645,Rochester Community School Corp,2173,Rochester Community High School,82,118,69.49,922.8,466.5,456.3
2011-12,2650,Caston School Corporation,2159,Caston Jr-Sr High School,34,54,62.96,970.3,488.8,481.5
2011-12,2725,East Gibson School Corporation,2233,Waldo J Wood Memorial High,34,55,61.82,960.9,485.6,475.3
2011-12,2735,North Gibson School Corp,2249,Princeton Community High School,89,175,50.86,968.8,489.0,479.8
2011-12,2765,South Gibson School Corporation,2211,Gibson Southern High School,93,160,58.13,1009.7,520.4,489.2
2011-12,2815,Eastbrook Community Sch Corp,2293,Eastbrook High School,82,147,55.78,970.9,493.0,477.8
2011-12,2825,Madison-Grant United School Corp,2321,Madison-Grant Jr./Sr. High School,66,96,68.75,944.2,471.8,472.4
2011-12,2855,Mississinewa Community School Corp,2333,Mississinewa High School,66,135,48.89,980.8,498.8,482.0
2011-12,2865,Marion Community Schools,2351,Marion High School,140,256,54.69,937.0,481.1,455.9
2011-12,2920,Bloomfield School District,2419,Bloomfield Jr-Sr High School,51,69,73.91,948.4,481.2,467.3
2011-12,2940,Eastern Greene Schools,2435,Eastern Greene High School,53,87,60.92,956.2,487.9,468.3
2011-12,2950,Linton-Stockton School Corporation,2437,Linton-Stockton High School,34,66,51.52,993.8,520.3,473.5
2011-12,2960,M S D Shakamak Schools,2445,Shakamak Jr-Sr High School,30,62,48.39,946.3,473.7,472.7
2011-12,2980,White River Valley School District,2429,White River Valley High School,18,47,38.30,982.2,494.4,487.8
2011-12,3005,Hamilton Southeastern Schools,2487,Fishers High School,379,429,88.34,1077.2,545.7,531.5
2011-12,3005,Hamilton Southeastern Schools,2499,Hamilton Southeastern HS,524,595,88.07,1084.0,554.9,529.2
2011-12,3025,Hamilton Heights School Corp,2477,Hamilton Heights High School,101,162,62.35,1039.2,526.0,513.2
2011-12,3030,Westfield-Washington Schools,2493,Westfield High School,327,408,80.15,1063.4,537.2,526.1
2011-12,3055,Sheridan Community Schools,2463,Sheridan High School,49,84,58.33,985.5,493.7,491.8
2011-12,3060,Carmel Clay Schools,2505,Carmel High School,930,1021,91.09,1138.7,578.2,560.6
2011-12,3070,Noblesville Schools,2517,Noblesville High School,411,540,76.11,1059.9,532.6,527.3
2011-12,3115,Southern Hancock Co Com Sch Corp,2565,New Palestine High School,213,247,86.23,1017.6,514.5,503.1
2011-12,3125,Greenfield-Central Com Schools,2595,Greenfield-Central High School,203,297,68.35,980.0,484.7,495.3
2011-12,3135,Mt Vernon Community School Corp,2569,Mt Vernon High School,177,241,73.44,987.5,492.1,495.4
2011-12,3145,Eastern Hancock Co Com Sch Corp,2585,Eastern Hancock High School,57,79,72.15,964.4,496.7,467.7
2011-12,3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,43,56,76.79,976.7,479.3,497.4
2011-12,3180,North Harrison Com School Corp,2629,North Harrison High School,97,153,63.40,1021.5,517.5,504.0
2011-12,3190,South Harrison Com Schools,2640,Corydon Central High School,109,177,61.58,985.9,492.1,493.8
2011-12,3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,28,65,43.08,1027.9,510.7,517.1
2011-12,3295,North West Hendricks Schools,2731,Tri-West Senior High School,106,142,74.65,979.2,490.1,489.2
2011-12,3305,Brownsburg Community School Corp,2709,Brownsburg High School,346,483,71.64,1012.3,519.4,492.9
2011-12,3315,Avon Community School Corp,2737,Avon High School,398,577,68.98,1027.2,518.2,509.1
2011-12,3325,Danville Community School Corp,2741,Danville Community High School,110,175,62.86,990.2,493.9,496.3
2011-12,3330,Plainfield Community School Corp,2749,Plainfield High School,200,305,65.57,1043.5,532.4,511.1
2011-12,3335,Mill Creek Community Sch Corp,2692,Cascade Senior High School,82,115,71.30,968.8,488.7,480.1
2011-12,3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,30,47,63.83,981.3,499.0,482.3
2011-12,3415,South Henry School Corp,2773,Tri Junior-Senior High School,40,62,64.52,955.5,484.5,471.0
2011-12,3435,Shenandoah School Corporation,2817,Shenandoah High School,50,92,54.35,962.6,483.6,479.0
2011-12,3445,New Castle Community School Corp,2825,New Castle High School,127,220,57.73,1015.7,515.1,500.6
2011-12,3455,C A Beard Memorial School Corp,2869,Knightstown High School,39,67,58.21,971.8,490.8,481.0
2011-12,3460,Taylor Community School Corp,2894,Taylor High School,65,91,71.43,986.2,499.5,486.6
2011-12,3470,Northwestern School Corp,2897,Northwestern Senior High School,97,131,74.05,1072.6,544.6,527.9
2011-12,3480,Eastern Howard School Corporation,2919,Eastern High School,74,108,68.52,983.4,499.1,484.3
2011-12,3490,Western School Corporation,2921,Western High School,137,173,79.19,1035.8,531.4,504.5
2011-12,3500,Kokomo School Corporation,3013,Kokomo High School,194,379,51.19,946.4,472.1,474.4
2011-12,3625,Huntington Co Com Sch Corp,3065,Huntington North High School,260,414,62.80,1007.3,506.0,501.2
2011-12,3640,Medora Community School Corp,3093,Medora Jr & Sr High School,7,14,50.00,947.1,477.1,470.0
2011-12,3675,Seymour Community Schools,3133,Seymour Senior High School,121,266,45.49,939.4,474.3,465.1
2011-12,3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,81,137,59.12,1017.0,520.9,496.2
2011-12,3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,22,32,68.75,934.5,474.1,460.5
2011-12,3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,140,209,66.99,975.7,493.4,482.4
2011-12,3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,73,113,64.60,954.2,480.1,474.1
2011-12,3945,Jay School Corporation,3239,Jay County High School,151,264,57.20,936.2,478.2,457.9
2011-12,3995,Madison Consolidated Schools,3309,Madison Consolidated High School,121,217,55.76,967.9,489.5,478.3
2011-12,4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,49,78,62.82,965.1,465.9,499.2
2011-12,4015,Jennings County School Corporation,3345,Jennings County High School,135,304,44.41,951.0,472.9,478.1
2011-12,4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,166,336,49.40,991.4,490.4,501.0
2011-12,4205,Center Grove Community School Corp,3437,Center Grove High School,376,511,73.58,1060.2,531.6,528.7
2011-12,4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,38,66,57.58,898.4,445.0,453.4
2011-12,4225,Franklin Community School Corp,3445,Franklin Community High School,196,359,54.60,1007.0,501.9,505.2
2011-12,4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,144,212,67.92,974.4,498.8,475.7
2011-12,4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,61,117,52.14,1019.0,502.5,516.6
2011-12,4315,North Knox School Corp,3537,North Knox Jr-Sr High School,33,81,40.74,1037.0,526.4,510.6
2011-12,4325,South Knox School Corp,3490,South Knox Middle-High School,38,80,47.50,966.6,495.0,471.6
2011-12,4335,Vincennes Community School Corp,3553,Lincoln High School,73,165,44.24,999.7,513.4,486.3
2011-12,4345,Wawasee Community School Corp,3639,Wawasee High School,117,201,58.21,1019.4,528.4,491.0
2011-12,4415,Warsaw Community Schools,3647,Warsaw Community High School,310,427,72.60,1004.5,511.4,493.1
2011-12,4445,Tippecanoe Valley School Corp,3602,Tippecanoe Valley High School,63,123,51.22,949.4,478.7,470.6
2011-12,4455,Whitko Community School Corp,9191,Whitko High School,76,132,57.58,1012.1,511.4,500.7
2011-12,4515,Prairie Heights Community Sch Corp,3690,Prairie Heights Sr High School,42,99,42.42,943.3,459.5,483.8
2011-12,4525,Westview School Corporation,3697,Westview Jr-Sr High School,51,95,53.68,977.3,490.6,486.7
2011-12,4535,Lakeland School Corporation,3730,Lakeland High School,87,138,63.04,958.7,484.7,474.0
2011-12,4580,Hanover Community School Corp,3785,Hanover Central High School,94,134,70.15,976.0,485.2,490.7
2011-12,4590,River Forest Community Sch Corp,3791,River Forest High School,46,78,58.97,865.4,421.1,444.3
2011-12,4600,Merrillville Community School Corp,3809,Merrillville High School,335,484,69.21,871.3,438.4,432.9
2011-12,4615,Lake Central School Corporation,3833,Lake Central High School,573,740,77.43,1005.0,508.1,496.9
2011-12,4645,Tri-Creek School Corporation,3865,Lowell Senior High School,179,285,62.81,964.0,492.7,471.3
2011-12,4650,Lake Ridge New Tech Schools,3869,Calumet New Tech High School,74,121,61.16,832.0,415.3,416.8
2011-12,4660,Crown Point Community School Corp,3901,Crown Point High School,338,609,55.50,1007.0,509.5,497.5
2011-12,4670,School City of East Chicago,3924,East Chicago Central High School,154,215,71.63,815.1,411.2,404.0
2011-12,4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,31,57,54.39,893.5,447.4,446.1
2011-12,4690,Gary Community School Corp,4029,Lew Wallace (Sci-Tech-Eng-Math),57,91,62.64,733.2,363.7,369.5
2011-12,4690,Gary Community School Corp,4033,Theodore Roosevelt Car & Tech Acad,39,91,42.86,720.8,349.2,371.5
2011-12,4690,Gary Community School Corp,4163,West Side Leadership Academy,95,167,56.89,794.7,391.5,403.3
2011-12,4690,Gary Community School Corp,4168,Wm A Wirt/Emerson VPA,32,39,82.05,797.2,381.9,415.3
2011-12,4700,Griffith Public Schools,4173,Griffith Senior High School,147,195,75.38,936.0,467.4,468.6
2011-12,4710,School City of Hammond,4411,George Rogers Clark Md/HS,87,152,57.24,856.1,439.9,416.2
2011-12,4710,School City of Hammond,4413,Donald E Gavit Middle/High School,110,160,68.75,878.2,437.9,440.3
2011-12,4710,School City of Hammond,4415,Hammond High School,90,167,53.89,792.9,394.8,398.1
2011-12,4710,School City of Hammond,4417,Morton Senior High School,108,196,55.10,863.7,430.4,433.3
2011-12,4720,School Town of Highland,4281,Highland High School,157,274,57.30,973.1,492.0,481.0
2011-12,4730,School City of Hobart,4305,Hobart High School,169,287,58.89,930.8,457.0,473.8
2011-12,4740,School Town of Munster,4332,Munster High School,312,386,80.83,1064.2,534.9,529.4
2011-12,4760,School City of Whiting,4353,Whiting High School,57,76,75.00,886.7,447.9,438.8
2011-12,4805,New Prairie United School Corp,4689,New Prairie High School,154,201,76.62,938.4,474.2,464.2
2011-12,4860,M S D of New Durham Township,4701,Westville High School,38,60,63.33,956.1,480.3,475.8
2011-12,4915,Tri-Township Cons School Corp,4692,LaCrosse School,12,23,52.17,994.2,487.5,506.7
2011-12,4925,Michigan City Area Schools,4795,Michigan City High School,206,328,62.80,924.5,466.0,458.5
2011-12,4940,South Central Com School Corp,4737,South Central Jr-Sr High School,39,60,65.00,957.4,467.2,490.3
2011-12,4945,LaPorte Community School Corp,4741,LaPorte High School,213,356,59.83,1004.5,512.1,492.3
2011-12,5075,North Lawrence Com Schools,4911,Bedford-North Lawrence High School,215,333,64.56,1006.2,514.6,491.6
2011-12,5085,Mitchell Community Schools,4925,Mitchell High School,56,111,50.45,987.7,498.0,489.6
2011-12,5245,Frankton-Lapel Community Schools,5005,Frankton Jr-Sr High School,49,76,64.47,935.7,465.3,470.4
2011-12,5245,Frankton-Lapel Community Schools,5011,Lapel Sr High School,63,99,63.64,1002.5,499.0,503.5
2011-12,5255,South Madison Com Sch Corp,5053,Pendleton Heights High School,189,260,72.69,1019.3,517.6,501.7
2011-12,5265,Alexandria Community School Corp,5041,Alexandria-Monroe High School,77,119,64.71,956.1,483.8,472.3
2011-12,5275,Anderson Community School Corp,4945,Anderson High School,199,357,55.74,937.8,469.5,468.3
2011-12,5280,Elwood Community School Corp,5149,Elwood Jr-Sr High School,38,79,48.10,992.9,512.4,480.5
2011-12,5300,M S D Decatur Township,5177,Decatur Central High School,178,344,51.74,909.7,459.9,449.8
2011-12,5300,M S D Decatur Township,5188,Decatur Twp School for Excellence,12,16,75.00,1007.5,478.3,529.2
2011-12,5310,Franklin Township Com Sch Corp,5193,Franklin Central High School,329,518,63.51,987.4,491.3,496.1
2011-12,5330,M S D Lawrence Township,5275,Lawrence Central High School,366,527,69.45,948.6,476.5,472.1
2011-12,5330,M S D Lawrence Township,5276,Lawrence North High School,349,486,71.81,982.2,489.7,492.5
2011-12,5340,Perry Township Schools,5307,Perry Meridian High School,272,474,57.38,985.4,497.6,487.9
2011-12,5340,Perry Township Schools,5309,Southport High School,258,466,55.36,922.7,463.9,458.8
2011-12,5350,M S D Pike Township,5353,Pike High School,286,587,48.72,954.1,476.7,477.3
2011-12,5360,M S D Warren Township,5361,Warren Central High School,389,768,50.65,931.3,464.7,466.6
2011-12,5370,M S D Washington Township,5451,North Central High School,534,689,77.50,1042.2,520.8,521.4
2011-12,5375,M S D Wayne Township,5213,Ben Davis High School,496,887,55.92,896.0,450.2,445.8
2011-12,5375,M S D Wayne Township,5288,Achieve Virtual Education Academy,***,***,***,***,***,***
2011-12,5375,M S D Wayne Township,5447,Ben Davis University High School,65,75,86.67,891.7,446.0,445.7
2011-12,5380,Beech Grove City Schools,5449,Beech Grove Sr High School,81,135,60.00,978.0,492.2,485.8
2011-12,5385,Indianapolis Public Schools,5465,Arlington Community High School,17,83,20.48,782.4,387.6,394.7
2011-12,5385,Indianapolis Public Schools,5469,Arsenal Technical High School,80,336,23.81,934.1,473.3,460.9
2011-12,5385,Indianapolis Public Schools,5473,Crispus Attucks Medical Magnet HS,63,68,92.65,842.5,426.8,415.7
2011-12,5385,Indianapolis Public Schools,5477,Broad Ripple Mgnt HS for Prfm Arts,47,80,58.75,874.7,434.5,440.2
2011-12,5385,Indianapolis Public Schools,5481,Emmerich Manual High School,18,126,14.29,822.2,418.3,403.9
2011-12,5385,Indianapolis Public Schools,5483,Northwest Community High School,36,109,33.03,732.2,364.2,368.1
2011-12,5385,Indianapolis Public Schools,5494,John Marshall Community High Sch,8,87,9.20,820.0,397.5,422.5
2011-12,5385,Indianapolis Public Schools,5631,Key Learning Community High School,6,12,50.00,795.0,410.0,385.0
2011-12,5385,Indianapolis Public Schools,5639,Thomas Carr Howe Comm High School,20,89,22.47,849.5,421.0,428.5
2011-12,5385,Indianapolis Public Schools,5643,George Washington Community HS,4,48,8.33,715.0,355.0,360.0
2011-12,5400,School Town of Speedway,5891,Speedway Senior High School,24,99,24.24,1022.9,507.9,515.0
2011-12,5455,Culver Community Schools Corp,5245,Culver Community Middle/High Sch,27,55,49.09,927.4,463.3,464.1
2011-12,5470,Argos Community Schools,5937,Argos Comm Jr-Sr High School,23,43,53.49,994.3,505.2,489.1
2011-12,5480,Bremen Public Schools,5941,Bremen Senior High School,91,126,72.22,953.8,489.5,464.4
2011-12,5485,Plymouth Community School Corp,5945,Plymouth High School,141,208,67.79,1002.1,507.2,495.0
2011-12,5495,Triton School Corporation,5923,Triton Jr-Sr High School,43,75,57.33,972.6,499.5,473.0
2011-12,5520,Shoals Community School Corp,5985,Shoals Community Jr-Sr High School,27,42,64.29,940.7,471.9,468.9
2011-12,5525,Loogootee Community Sch Corp,6003,Loogootee High School,26,52,50.00,1020.8,524.2,496.5
2011-12,5615,Maconaquah School Corp,6032,Maconaquah High School,97,125,77.60,974.9,496.9,478.0
2011-12,5620,North Miami Community Schools,6049,North Miami Middle/High School,47,81,58.02,961.9,489.4,472.6
2011-12,5625,Oak Hill United School Corp,6069,Oak Hill High School,80,106,75.47,954.4,476.6,477.8
2011-12,5635,Peru Community Schools,6085,Peru High School,93,144,64.58,922.9,468.8,454.1
2011-12,5705,Richland-Bean Blossom C S C,6146,Edgewood High School,110,186,59.14,988.2,497.7,490.5
2011-12,5740,Monroe County Community Sch Corp,6166,Bloomington High School South,286,359,79.67,1077.7,544.3,533.4
2011-12,5740,Monroe County Community Sch Corp,6168,Bloomington High School North,202,304,66.45,1101.9,548.2,553.7
2011-12,5740,Monroe County Community Sch Corp,6202,The Acad of Sci & Entrepreneurship,32,60,53.33,1029.4,508.4,520.9
